id,clue,answer,month,year,day,created_at,updated_at
94904,29. Disintegrate,ERODE,06,1986,,2019-04-09 12:15:37.079-04,2019-04-09 12:15:37.079-04
161329,21. Of the cheek,MALAR,12,1983,,2019-04-09 12:17:42.572-04,2019-04-09 12:17:42.572-04
885,1. Start of an auctioneer's windup,GOING,01,1996,,2019-04-09 12:12:31.088-04,2019-04-09 12:12:31.088-04
221624,2. Author Turin,ADELA,02,1990,,2019-04-09 12:19:33.769-04,2019-04-09 12:19:33.769-04
37770,"25. Co-writer of ""The Other Woman"": 1983",MEARA,05,1990,,2019-04-09 12:13:51.357-04,2019-04-09 12:13:51.357-04
75775,68. Showy plant,PHLOX,11,1991,,2019-04-09 12:15:05.164-04,2019-04-09 12:15:05.164-04
27501,37. Lend ___ (heed),ANEAR,05,1984,,2019-04-09 12:13:33.719-04,2019-04-09 12:13:33.719-04
135076,22. Expunge,ERASE,02,1983,,2019-04-09 12:16:47.742-04,2019-04-09 12:16:47.742-04
221378,13. Like some checks,BLANK,05,1976,,2019-04-09 12:19:33.346-04,2019-04-09 12:19:33.346-04
11113,5. City in N Italy,PARMA,01,1991,,2019-04-09 12:12:59.867-04,2019-04-09 12:12:59.867-04
124122,57. ___ High Command of W.W. II,LLIED,02,1990,,2019-04-09 12:16:28.51-04,2019-04-09 12:16:28.51-04
144125,"30. Homer's ""homer""?",ILIAD,05,1990,,2019-04-09 12:17:03.101-04,2019-04-09 12:17:03.101-04
60684,15. Pentateuch,TORAH,08,1979,,2019-04-09 12:14:33.334-04,2019-04-09 12:14:33.334-04
102773,48. Winter wear,PARKA,07,1981,,2019-04-09 12:15:51.6-04,2019-04-09 12:15:51.6-04
57386,38. ___ once (suddenly),ALLAT,12,1977,,2019-04-09 12:14:24.965-04,2019-04-09 12:14:24.965-04
90051,46. Teacher's concern,CLASS,08,1983,,2019-04-09 12:15:28.914-04,2019-04-09 12:15:28.914-04
206316,104. Church receptacles,FONTS,04,1996,,2019-04-09 12:19:06.864-04,2019-04-09 12:19:06.864-04
45843,59. Sea eagles,ERNES,09,1987,,2019-04-09 12:14:05.389-04,2019-04-09 12:14:05.389-04
137291,39. Martina's rival,CHRIS,01,1979,,2019-04-09 12:16:51.439-04,2019-04-09 12:16:51.439-04
58814,14. Dud,LEMON,01,1980,,2019-04-09 12:14:28.735-04,2019-04-09 12:14:28.735-04
16487,"65. ""___ wise father . . . "": Shak.",ITISA,12,1985,,2019-04-09 12:13:12.038-04,2019-04-09 12:13:12.038-04
221697,104. City in Vermont,BARRE,09,1979,,2019-04-09 12:19:33.883-04,2019-04-09 12:19:33.883-04
180849,63. Three times CCCLI,MLIII,10,1983,,2019-04-09 12:18:23.081-04,2019-04-09 12:18:23.081-04
65252,"53. ""Burnt Norton"" poet",ELIOT,07,1994,,2019-04-09 12:14:43.437-04,2019-04-09 12:14:43.437-04
132496,55. Bring together,MARRY,11,1977,,2019-04-09 12:16:42.911-04,2019-04-09 12:16:42.911-04
20424,"39. Author of ""Middlemarch""",ELIOT,09,1982,,2019-04-09 12:13:18.541-04,2019-04-09 12:13:18.541-04
18507,21. Western jamboree,RODEO,03,1979,,2019-04-09 12:13:15.604-04,2019-04-09 12:13:15.604-04
4926,"1. ""I am monarch ___ I survey""",OFALL,03,1978,,2019-04-09 12:12:45.035-04,2019-04-09 12:12:45.035-04
96272,13. Pens,STIES,06,1991,,2019-04-09 12:15:39.465-04,2019-04-09 12:15:39.465-04
94467,"50. ""___ No,"" Loesser-STYNE song",ISAID,11,1993,,2019-04-09 12:15:36.361-04,2019-04-09 12:15:36.361-04
162042,45. Teeny-___,WEENY,12,1988,,2019-04-09 12:17:45.463-04,2019-04-09 12:17:45.463-04
38667,62. Black Bears' home,ORONO,07,1994,,2019-04-09 12:13:53.026-04,2019-04-09 12:13:53.026-04
94225,29. Wind: Prefix,ANEMO,10,1976,,2019-04-09 12:15:35.964-04,2019-04-09 12:15:35.964-04
212502,47. Makeup,PAINT,04,1978,,2019-04-09 12:19:17.546-04,2019-04-09 12:19:17.546-04
97682,22. Heated,IRATE,04,1986,,2019-04-09 12:15:41.972-04,2019-04-09 12:15:41.972-04
192422,"28. "" . . . the way of a man with ___"": Proverbs",AMAID,09,1986,,2019-04-09 12:18:43.477-04,2019-04-09 12:18:43.477-04
199426,"30. The Galapagos, e.g.",ISLAS,12,1994,,2019-04-09 12:18:55.555-04,2019-04-09 12:18:55.555-04
220372,63. Thither,THERE,05,1980,,2019-04-09 12:19:31.795-04,2019-04-09 12:19:31.795-04
15391,24. Crochet formations,LOOPS,07,1976,,2019-04-09 12:13:09.687-04,2019-04-09 12:13:09.687-04
153910,10. Excelled,SHONE,11,1991,,2019-04-09 12:17:26.873-04,2019-04-09 12:17:26.873-04
50177,25. Plant bud,GEMMA,01,1986,,2019-04-09 12:14:12.947-04,2019-04-09 12:14:12.947-04
156839,42. More constant,TRUER,06,1992,,2019-04-09 12:17:32.943-04,2019-04-09 12:17:32.943-04
174815,6. Château story,ETAGE,06,1985,,2019-04-09 12:18:12.232-04,2019-04-09 12:18:12.232-04
9021,14. Aft,AREAR,08,1987,,2019-04-09 12:12:55.458-04,2019-04-09 12:12:55.458-04
69775,30. Aerialist's feat,STUNT,04,1979,,2019-04-09 12:14:53.542-04,2019-04-09 12:14:53.542-04
145769,53. Candlestick Park player,GIANT,01,1979,,2019-04-09 12:17:08.941-04,2019-04-09 12:17:08.941-04
20922,33. Pinchfist,MISER,03,1978,,2019-04-09 12:13:19.316-04,2019-04-09 12:13:19.316-04
71600,69. Blessed ___,EVENT,08,1985,,2019-04-09 12:14:57.503-04,2019-04-09 12:14:57.503-04
165661,19. Leister,SPEAR,03,1980,,2019-04-09 12:17:52.527-04,2019-04-09 12:17:52.527-04
73660,50. Sec. of the Interior: 1933-46,ICKES,01,1991,,2019-04-09 12:15:01.483-04,2019-04-09 12:15:01.483-04
131781,33. Measure of gold's fineness,KARAT,10,1981,,2019-04-09 12:16:41.612-04,2019-04-09 12:16:41.612-04
119054,15. Miss Loos,ANITA,02,1976,,2019-04-09 12:16:19.952-04,2019-04-09 12:16:19.952-04
221055,44. Take out,ERASE,04,1983,,2019-04-09 12:19:32.79-04,2019-04-09 12:19:32.79-04
73727,56. Runner,MILER,11,1995,,2019-04-09 12:15:01.59-04,2019-04-09 12:15:01.59-04
139875,67. Kind of preview,SNEAK,07,1978,,2019-04-09 12:16:55.668-04,2019-04-09 12:16:55.668-04
128110,29. Bellini opera,NORMA,05,1984,,2019-04-09 12:16:35.476-04,2019-04-09 12:16:35.476-04
93697,"48. Hide, as loot",STASH,10,1995,,2019-04-09 12:15:35.091-04,2019-04-09 12:15:35.091-04
190449,"113. ""___ the vanquished""",WOETO,02,1977,,2019-04-09 12:18:40.098-04,2019-04-09 12:18:40.098-04
121691,5. Mill machine,LATHE,01,1989,,2019-04-09 12:16:24.683-04,2019-04-09 12:16:24.683-04
108832,48. That is: Lat.,IDEST,12,1977,,2019-04-09 12:16:01.591-04,2019-04-09 12:16:01.591-04
11604,17. How to serve caviar,ONICE,01,1981,,2019-04-09 12:13:01.074-04,2019-04-09 12:13:01.074-04
82690,23. Migrant workers,OKIES,06,1977,,2019-04-09 12:15:16.87-04,2019-04-09 12:15:16.87-04
118348,16. Menace in India,COBRA,09,1979,,2019-04-09 12:16:18.406-04,2019-04-09 12:16:18.406-04
103258,36. Royal appurtenances,MACES,02,1977,,2019-04-09 12:15:52.391-04,2019-04-09 12:15:52.391-04
135857,7. Heavy in a Western,BADDY,05,1976,,2019-04-09 12:16:49.047-04,2019-04-09 12:16:49.047-04
33207,48. King of Troy,PRIAM,10,1976,,2019-04-09 12:13:43.86-04,2019-04-09 12:13:43.86-04
69596,44. Lachrymose,TEARY,09,1983,,2019-04-09 12:14:53.198-04,2019-04-09 12:14:53.198-04
92377,"19. ""A Stone, A Leaf, ___"": Wolfe",ADOOR,04,1978,,2019-04-09 12:15:32.953-04,2019-04-09 12:15:32.953-04
81037,31. Grimp,CLIMB,10,1981,,2019-04-09 12:15:14.156-04,2019-04-09 12:15:14.156-04
43895,50. Pause,LETUP,02,1990,,2019-04-09 12:14:01.972-04,2019-04-09 12:14:01.972-04
199660,55. Charter,LEASE,09,1977,,2019-04-09 12:18:55.887-04,2019-04-09 12:18:55.887-04
185482,87. Avifauna,ORNIS,11,1990,,2019-04-09 12:18:32.465-04,2019-04-09 12:18:32.465-04
2934,"1. With 6 Across, ""Let There Be ___,"" 1955 song",PEACE,04,1990,,2019-04-09 12:12:38.874-04,2019-04-09 12:12:38.874-04
132331,35. Praying statue,ORANT,06,1993,,2019-04-09 12:16:42.585-04,2019-04-09 12:16:42.585-04
89048,"22. ""___ Do This Sum""",ICANT,02,1980,,2019-04-09 12:15:27.197-04,2019-04-09 12:15:27.197-04
103824,20. External,OUTER,02,1978,,2019-04-09 12:15:53.336-04,2019-04-09 12:15:53.336-04
44669,28. Small change,CENTS,01,1989,,2019-04-09 12:14:03.539-04,2019-04-09 12:14:03.539-04
137453,27. Hepatologist's specialty,LIVER,12,1995,,2019-04-09 12:16:51.691-04,2019-04-09 12:16:51.691-04
124333,4. Anent,ABOUT,09,1985,,2019-04-09 12:16:28.81-04,2019-04-09 12:16:28.81-04
46338,24. Coxcomb,DANDY,11,1978,,2019-04-09 12:14:06.212-04,2019-04-09 12:14:06.212-04
95353,25. West Pointer,CADET,02,1983,,2019-04-09 12:15:37.841-04,2019-04-09 12:15:37.841-04
2221,24. Fishline attachment,SNELL,03,1980,,2019-04-09 12:12:36.622-04,2019-04-09 12:12:36.622-04
171288,113. Propose,OFFER,12,1990,,2019-04-09 12:18:03.471-04,2019-04-09 12:18:03.471-04
181939,"80. ___ Rosita, city in Mexico",NUEVA,09,1979,,2019-04-09 12:18:25.383-04,2019-04-09 12:18:25.383-04
96773,59. Negatively charged atom,ANION,03,1981,,2019-04-09 12:15:40.335-04,2019-04-09 12:15:40.335-04
105324,71. Buzzing,ASTIR,03,1997,,2019-04-09 12:15:55.678-04,2019-04-09 12:15:55.678-04
191504,21. Shining: Comb. form,PHENO,09,1992,,2019-04-09 12:18:41.997-04,2019-04-09 12:18:41.997-04
10275,5. Subways,TUBES,02,1980,,2019-04-09 12:12:58.205-04,2019-04-09 12:12:58.205-04
137144,1. Well-known,FAMED,06,1993,,2019-04-09 12:16:51.216-04,2019-04-09 12:16:51.216-04
9094,5. Hide away,STASH,08,1976,,2019-04-09 12:12:55.635-04,2019-04-09 12:12:55.635-04
212341,"62. ""We ___ please""",AIMTO,06,1985,,2019-04-09 12:19:17.23-04,2019-04-09 12:19:17.23-04
210039,37. Fred Flintstone's wife,WILMA,02,1988,,2019-04-09 12:19:13.141-04,2019-04-09 12:19:13.141-04
1411,1. Syringa,LILAC,07,1982,,2019-04-09 12:12:33.995-04,2019-04-09 12:12:33.995-04
121839,30. Eminent,NOTED,05,1986,,2019-04-09 12:16:25.005-04,2019-04-09 12:16:25.005-04
140190,"49. Moline, Ill., company",DEERE,01,1995,,2019-04-09 12:16:56.163-04,2019-04-09 12:16:56.163-04
82408,55. Passover wafer,MATZO,02,1980,,2019-04-09 12:15:16.429-04,2019-04-09 12:15:16.429-04
73413,24. Tourist attraction in Pompeii,RUINS,10,1981,,2019-04-09 12:15:01.021-04,2019-04-09 12:15:01.021-04
86182,42. Iranian money,RIALS,07,1977,,2019-04-09 12:15:22.46-04,2019-04-09 12:15:22.46-04
158515,"86. ""___ to bed""",ANDSO,03,1976,,2019-04-09 12:17:37.103-04,2019-04-09 12:17:37.103-04
217456,80. ___ Dei,AGNUS,01,1978,,2019-04-09 12:19:26.877-04,2019-04-09 12:19:26.877-04
115543,33. Man's name,JARED,04,1976,,2019-04-09 12:16:13.662-04,2019-04-09 12:16:13.662-04
28538,"25. Cather's ""___ Lady""",ALOST,03,1985,,2019-04-09 12:13:35.918-04,2019-04-09 12:13:35.918-04
69191,44. Seven: Comb. form,HEPTA,06,1977,,2019-04-09 12:14:52.242-04,2019-04-09 12:14:52.242-04
69055,18. Fix deep and tight,EMBED,11,1995,,2019-04-09 12:14:51.946-04,2019-04-09 12:14:51.946-04
171624,40. Office item,DATER,04,1982,,2019-04-09 12:18:04.67-04,2019-04-09 12:18:04.67-04
179260,42. Part of a French countdown,TROIS,03,1994,,2019-04-09 12:18:19.579-04,2019-04-09 12:18:19.579-04
39380,1. Bunch of grain stalks,SHEAF,11,1987,,2019-04-09 12:13:54.141-04,2019-04-09 12:13:54.141-04
191072,85. Weird,EERIE,05,1981,,2019-04-09 12:18:41.214-04,2019-04-09 12:18:41.214-04
123413,57. Glutted,SATED,09,1976,,2019-04-09 12:16:27.347-04,2019-04-09 12:16:27.347-04
103263,34. Mixture,BLEND,10,1983,,2019-04-09 12:15:52.4-04,2019-04-09 12:15:52.4-04
48573,7. Public face,IMAGE,01,1979,,2019-04-09 12:14:10.306-04,2019-04-09 12:14:10.306-04
98712,46. Third Sister,SMITH,07,1985,,2019-04-09 12:15:44.318-04,2019-04-09 12:15:44.318-04
182335,51. Slugger in Hall of Fame,KINER,09,1977,,2019-04-09 12:18:26.73-04,2019-04-09 12:18:26.73-04
197330,150. Pygmy antelope,ORIBI,05,1993,,2019-04-09 12:18:52.115-04,2019-04-09 12:18:52.115-04
28323,31. Teacher's charges,CLASS,05,1990,,2019-04-09 12:13:35.388-04,2019-04-09 12:13:35.388-04
174097,27. This takes two,TANGO,04,1983,,2019-04-09 12:18:09.925-04,2019-04-09 12:18:09.925-04
121527,54. Masters's river,SPOON,12,1978,,2019-04-09 12:16:24.395-04,2019-04-09 12:16:24.395-04
190978,53. Saunter,MOSEY,02,1994,,2019-04-09 12:18:41.048-04,2019-04-09 12:18:41.048-04
178151,21. Succulent,JUICY,02,1980,,2019-04-09 12:18:17.854-04,2019-04-09 12:18:17.854-04
133806,51. Radio part,DIODE,11,1994,,2019-04-09 12:16:45.178-04,2019-04-09 12:16:45.178-04
148303,53. Abounds,TEEMS,11,1995,,2019-04-09 12:17:16.159-04,2019-04-09 12:17:16.159-04
110533,11. _____ Bulba (Gogol's Cossack warrior),TARAS,11,1994,,2019-04-09 12:16:04.867-04,2019-04-09 12:16:04.867-04
177977,40. Elder (girl): Fr.,AINEE,06,1990,,2019-04-09 12:18:17.603-04,2019-04-09 12:18:17.603-04
112608,"49. ___ Leoni, Italian sculptor-medalist",LEONE,12,1987,,2019-04-09 12:16:08.41-04,2019-04-09 12:16:08.41-04
30091,14. Dustin Hoffman role,LENNY,01,1985,,2019-04-09 12:13:38.385-04,2019-04-09 12:13:38.385-04
137528,13. More despondent,BLUER,10,1976,,2019-04-09 12:16:51.812-04,2019-04-09 12:16:51.812-04
34923,"37. ""Oh, ___ Beautiful Mornin'""",WHATA,02,1988,,2019-04-09 12:13:46.843-04,2019-04-09 12:13:46.843-04
46786,62. Delicious food?,APPLE,04,1992,,2019-04-09 12:14:06.944-04,2019-04-09 12:14:06.944-04
105677,9. Dank,HUMID,12,1978,,2019-04-09 12:15:56.21-04,2019-04-09 12:15:56.21-04
180985,58. Maison followers,ETTES,08,1987,,2019-04-09 12:18:23.327-04,2019-04-09 12:18:23.327-04
8230,5. ___ broke,GOFOR,04,1978,,2019-04-09 12:12:53.177-04,2019-04-09 12:12:53.177-04
162714,28. City of Ethiopia,HARAR,11,1976,,2019-04-09 12:17:47.032-04,2019-04-09 12:17:47.032-04
213278,35. Purplish color,MAUVE,04,1978,,2019-04-09 12:19:18.936-04,2019-04-09 12:19:18.936-04
66926,61. Forest of the Bard,ARDEN,11,1993,,2019-04-09 12:14:47.36-04,2019-04-09 12:14:47.36-04
7337,66. Yenta's tidbit,RUMOR,05,1992,,2019-04-09 12:12:51.245-04,2019-04-09 12:12:51.245-04
68772,23. Food described in Exodus,MANNA,08,1977,,2019-04-09 12:14:51.353-04,2019-04-09 12:14:51.353-04
198074,18. Procacious,SASSY,10,1989,,2019-04-09 12:18:53.308-04,2019-04-09 12:18:53.308-04
105785,22. Fur magnate,ASTOR,09,1979,,2019-04-09 12:15:56.372-04,2019-04-09 12:15:56.372-04
218222,74. Rotund,OBESE,12,1984,,2019-04-09 12:19:28.194-04,2019-04-09 12:19:28.194-04
23643,"19. Shy, in Stuttgart",SCHEU,07,1985,,2019-04-09 12:13:25.042-04,2019-04-09 12:13:25.042-04
133679,"56. Allotheist, e.g.",PAGAN,04,1988,,2019-04-09 12:16:44.973-04,2019-04-09 12:16:44.973-04
80989,"20. ""Don't ___ boy to do . . . """,SENDA,10,1982,,2019-04-09 12:15:14.075-04,2019-04-09 12:15:14.075-04
43220,34. Parisian school,ECOLE,07,1978,,2019-04-09 12:14:00.906-04,2019-04-09 12:14:00.906-04
161521,68. Vessels for steaming,AGERS,06,1982,,2019-04-09 12:17:42.896-04,2019-04-09 12:17:42.896-04
101293,31. One-time Genoa magistrates,DOGES,11,1983,,2019-04-09 12:15:48.909-04,2019-04-09 12:15:48.909-04
72449,43. Anthony Eden's peers,EARLS,10,1993,,2019-04-09 12:14:59.198-04,2019-04-09 12:14:59.198-04
67367,41. Tommy's guns,STENS,06,1984,,2019-04-09 12:14:48.264-04,2019-04-09 12:14:48.264-04
80763,27. Abzug or Spewack,BELLA,06,1989,,2019-04-09 12:15:13.701-04,2019-04-09 12:15:13.701-04
130310,31. First name in morning TV,REGIS,04,1995,,2019-04-09 12:16:39.081-04,2019-04-09 12:16:39.081-04
148132,"27. ""Awake and Sing"" playwright",ODETS,05,1977,,2019-04-09 12:17:15.852-04,2019-04-09 12:17:15.852-04
153864,16. Analyze grammatically,PARSE,12,1976,,2019-04-09 12:17:26.807-04,2019-04-09 12:17:26.807-04
216988,132. Jupiter's dozen,MOONS,10,1987,,2019-04-09 12:19:25.985-04,2019-04-09 12:19:25.985-04
194857,82. Things to count,NOSES,11,1976,,2019-04-09 12:18:47.891-04,2019-04-09 12:18:47.891-04
198219,31. Bowling-alley button,RESET,01,1978,,2019-04-09 12:18:53.542-04,2019-04-09 12:18:53.542-04
26414,56. City in Ill.,ALTON,12,1983,,2019-04-09 12:13:30.263-04,2019-04-09 12:13:30.263-04
68465,18. Plant part,OVULE,02,1980,,2019-04-09 12:14:50.669-04,2019-04-09 12:14:50.669-04
212517,69. Put on a pedestal,ADORE,08,1981,,2019-04-09 12:19:17.572-04,2019-04-09 12:19:17.572-04
89486,49. Subway support,STRAP,12,1989,,2019-04-09 12:15:27.945-04,2019-04-09 12:15:27.945-04
188358,"48. Bandleader of ""Heartaches"" fame",WEEMS,05,1990,,2019-04-09 12:18:36.764-04,2019-04-09 12:18:36.764-04
96210,62. Stone: Comb. form,PETRO,05,1985,,2019-04-09 12:15:39.356-04,2019-04-09 12:15:39.356-04
135350,10. Confirmation and others,RITES,10,1996,,2019-04-09 12:16:48.245-04,2019-04-09 12:16:48.245-04
67582,25. Public spat,SCENE,10,1995,,2019-04-09 12:14:48.716-04,2019-04-09 12:14:48.716-04
146704,47. Sired,BEGOT,07,1993,,2019-04-09 12:17:13.105-04,2019-04-09 12:17:13.105-04
125708,2. Bouquet for a señorita,ROSAS,01,1978,,2019-04-09 12:16:31.032-04,2019-04-09 12:16:31.032-04
216615,14. Aristotelian element,EARTH,10,1989,,2019-04-09 12:19:25.308-04,2019-04-09 12:19:25.308-04
183854,41. Over,ENDED,07,1977,,2019-04-09 12:18:29.698-04,2019-04-09 12:18:29.698-04
208202,34. Hard wood,EBONY,03,1990,,2019-04-09 12:19:09.803-04,2019-04-09 12:19:09.803-04
53879,45. G.W. painter,PEALE,12,1987,,2019-04-09 12:14:18.748-04,2019-04-09 12:14:18.748-04
39071,54. Lee or Spencer,TRACY,11,1982,,2019-04-09 12:13:53.666-04,2019-04-09 12:13:53.666-04
171361,39. Hacienda hands,PEONS,06,1977,,2019-04-09 12:18:03.589-04,2019-04-09 12:18:03.589-04
224133,119. Part of Caesar's wardrobe,TOGAE,11,1978,,2019-04-09 12:19:38.207-04,2019-04-09 12:19:38.207-04
3401,18. Textile lubricant,OLEIN,11,1995,,2019-04-09 12:12:39.967-04,2019-04-09 12:12:39.967-04
119152,30. Shows sorrow,WEEPS,04,1979,,2019-04-09 12:16:20.116-04,2019-04-09 12:16:20.116-04
123322,"34. Author of ""The Augustan Ages""",ELTON,11,1987,,2019-04-09 12:16:27.175-04,2019-04-09 12:16:27.175-04
139072,30. See 28 Down,SARTO,05,1979,,2019-04-09 12:16:54.256-04,2019-04-09 12:16:54.256-04
40096,24. Equipment for announcers,MIKES,01,1979,,2019-04-09 12:13:55.179-04,2019-04-09 12:13:55.179-04
4081,1. Knife wounds,STABS,10,1995,,2019-04-09 12:12:42.37-04,2019-04-09 12:12:42.37-04
12035,18. Simon and Diamond,NEILS,04,1978,,2019-04-09 12:13:02.499-04,2019-04-09 12:13:02.499-04
143019,33. Christopher of the screen,REEVE,12,1993,,2019-04-09 12:17:00.951-04,2019-04-09 12:17:00.951-04
96119,32. ___ of vantage (good position),COIGN,01,1986,,2019-04-09 12:15:39.203-04,2019-04-09 12:15:39.203-04
76755,62. Hindi master,SAHIB,04,1990,,2019-04-09 12:15:06.768-04,2019-04-09 12:15:06.768-04
95390,27. Observes,NOTES,01,1997,,2019-04-09 12:15:37.899-04,2019-04-09 12:15:37.899-04
124810,1. Hurt,ACHED,07,1994,,2019-04-09 12:16:29.56-04,2019-04-09 12:16:29.56-04
200190,128. Cowboy's cow catcher,LASSO,05,1990,,2019-04-09 12:18:56.84-04,2019-04-09 12:18:56.84-04
45095,18. Synthetic fabric,ORLON,04,1978,,2019-04-09 12:14:04.258-04,2019-04-09 12:14:04.258-04
114739,45. Handbag,PURSE,11,1985,,2019-04-09 12:16:12.173-04,2019-04-09 12:16:12.173-04
214465,129. Shoe-factory worker,TREER,05,1992,,2019-04-09 12:19:21.106-04,2019-04-09 12:19:21.106-04
44170,63. A k a,ALIAS,05,1990,,2019-04-09 12:14:02.403-04,2019-04-09 12:14:02.403-04
60628,48. Quail,COWER,05,1986,,2019-04-09 12:14:33.164-04,2019-04-09 12:14:33.164-04
102626,53. Sardonic grin,SNEER,11,1988,,2019-04-09 12:15:51.303-04,2019-04-09 12:15:51.303-04
90765,"51. Notched, as a leaf",EROSE,08,1986,,2019-04-09 12:15:30.151-04,2019-04-09 12:15:30.151-04
218372,54. Best seller in 1924,SOBIG,09,1979,,2019-04-09 12:19:28.456-04,2019-04-09 12:19:28.456-04
212779,104. High-priced,STEEP,08,1977,,2019-04-09 12:19:18.024-04,2019-04-09 12:19:18.024-04
68641,50. Acclaim,EXALT,05,1996,,2019-04-09 12:14:51.088-04,2019-04-09 12:14:51.088-04
63191,"38. Basketball, informally",HOOPS,01,1997,,2019-04-09 12:14:38.982-04,2019-04-09 12:14:38.982-04
97175,28. Part of a stage or airport,APRON,11,1979,,2019-04-09 12:15:41.163-04,2019-04-09 12:15:41.163-04
190813,22. Pretend,LETON,09,1987,,2019-04-09 12:18:40.778-04,2019-04-09 12:18:40.778-04
143612,39. Central Caucasian,OSSET,08,1979,,2019-04-09 12:17:01.887-04,2019-04-09 12:17:01.887-04
195511,"105. ""___ People Go""",LETMY,09,1987,,2019-04-09 12:18:49.058-04,2019-04-09 12:18:49.058-04
222191,63. Genetic duplicate,CLONE,07,1983,,2019-04-09 12:19:34.768-04,2019-04-09 12:19:34.768-04
46057,41. Buddy of TV,EBSEN,11,1979,,2019-04-09 12:14:05.763-04,2019-04-09 12:14:05.763-04
150017,28. Cupidity,GREED,08,1976,,2019-04-09 12:17:19.511-04,2019-04-09 12:17:19.511-04
163266,82. Tarsus,ANKLE,12,1983,,2019-04-09 12:17:48.096-04,2019-04-09 12:17:48.096-04
42778,24. Radius of a wheel,SPOKE,05,1984,,2019-04-09 12:14:00.107-04,2019-04-09 12:14:00.107-04
106437,32. Autocratic rulers: Var.,TZARS,01,1990,,2019-04-09 12:15:57.356-04,2019-04-09 12:15:57.356-04
22807,25. Leonie Rysanek's field,OPERA,03,1990,,2019-04-09 12:13:23.767-04,2019-04-09 12:13:23.767-04
173486,35. Muslim ruler,AMEER,12,1989,,2019-04-09 12:18:08.78-04,2019-04-09 12:18:08.78-04
219303,127. Japanese ware,IMARI,12,1976,,2019-04-09 12:19:30.056-04,2019-04-09 12:19:30.056-04
214686,100. Frequently,OFTEN,11,1989,,2019-04-09 12:19:21.487-04,2019-04-09 12:19:21.487-04
91011,17. Frat letter,SIGMA,05,1990,,2019-04-09 12:15:30.568-04,2019-04-09 12:15:30.568-04
145380,59. Cowboy's need,RIATA,04,1983,,2019-04-09 12:17:06.756-04,2019-04-09 12:17:06.756-04
154689,49. Tantamount,EQUAL,11,1983,,2019-04-09 12:17:28.363-04,2019-04-09 12:17:28.363-04
4909,1. The Moslems,ISLAM,08,1986,,2019-04-09 12:12:44.909-04,2019-04-09 12:12:44.909-04
52930,17. Director Walsh,RAOUL,08,1976,,2019-04-09 12:14:17.129-04,2019-04-09 12:14:17.129-04
79073,30. Shun,AVOID,12,1985,,2019-04-09 12:15:10.856-04,2019-04-09 12:15:10.856-04
188187,124. ''I will speak daggers ___ . . . '': Hamlet,TOHER,04,1982,,2019-04-09 12:18:36.488-04,2019-04-09 12:18:36.488-04
66613,36. Stick for Mehta,BATON,06,1979,,2019-04-09 12:14:46.704-04,2019-04-09 12:14:46.704-04
133723,"45. ___ Vecchio, in Florence",PONTE,03,1980,,2019-04-09 12:16:45.053-04,2019-04-09 12:16:45.053-04
128699,38. Settle down to sleep,ROOST,02,1976,,2019-04-09 12:16:36.53-04,2019-04-09 12:16:36.53-04
60892,57. Standards,NORMS,10,1983,,2019-04-09 12:14:33.818-04,2019-04-09 12:14:33.818-04
85076,20. Kind of protest,LIEIN,10,1986,,2019-04-09 12:15:20.697-04,2019-04-09 12:15:20.697-04
5138,14. Mercator work,ATLAS,11,1991,,2019-04-09 12:12:45.647-04,2019-04-09 12:12:45.647-04
89442,43. Room for entertaining,SALON,03,1983,,2019-04-09 12:15:27.87-04,2019-04-09 12:15:27.87-04
42188,"30. Doe follower, in song",ADEER,05,1995,,2019-04-09 12:13:59.043-04,2019-04-09 12:13:59.043-04
28127,1. Copycats,APERS,01,1979,,2019-04-09 12:13:34.985-04,2019-04-09 12:13:34.985-04
1405,63. Endings for sock and switch,EROOS,04,1993,,2019-04-09 12:12:33.982-04,2019-04-09 12:12:33.982-04
17771,15. Bell town,ADANO,05,1976,,2019-04-09 12:13:14.393-04,2019-04-09 12:13:14.393-04
48529,15. Twit,TEASE,03,1988,,2019-04-09 12:14:10.215-04,2019-04-09 12:14:10.215-04
103234,52. Change the thermostat,RESET,08,1983,,2019-04-09 12:15:52.351-04,2019-04-09 12:15:52.351-04
6066,5. Grey and others,ZANES,06,1994,,2019-04-09 12:12:48.165-04,2019-04-09 12:12:48.165-04
116136,50. Totaled,ADDED,03,1988,,2019-04-09 12:16:14.674-04,2019-04-09 12:16:14.674-04
212711,11. Succinct,TERSE,11,1991,,2019-04-09 12:19:17.914-04,2019-04-09 12:19:17.914-04
159768,12. City north of Dallas,PLANO,11,1985,,2019-04-09 12:17:39.423-04,2019-04-09 12:17:39.423-04
47296,48. Situation for Pauline,PERIL,08,1976,,2019-04-09 12:14:07.869-04,2019-04-09 12:14:07.869-04
209135,92. Small amount,RIFLE,08,1979,,2019-04-09 12:19:11.52-04,2019-04-09 12:19:11.52-04
7353,"35. ""The Prisoner of _____""",ZENDA,12,1995,,2019-04-09 12:12:51.272-04,2019-04-09 12:12:51.272-04
160030,25. Supermodel Campbell,NAOMI,11,1995,,2019-04-09 12:17:39.909-04,2019-04-09 12:17:39.909-04
141891,7. Due,OWING,01,1988,,2019-04-09 12:16:59-04,2019-04-09 12:16:59-04
151097,17. Proverb,MAXIM,05,1994,,2019-04-09 12:17:21.608-04,2019-04-09 12:17:21.608-04
